x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro,parent,child,participant,set,ID,dataset
0.52275,0.48825,0.517,0.5087875,0.55710625,0.470625,0,0,18,5,232,recgym
0.516625,0.496,0.4955,0.52375,0.55921875,0.4683187499999999,0,0,18,5,232,recgym
0.5135,0.5015,0.4867499999999999,0.51855625,0.56144375,0.4700374999999999,0,0,18,5,232,recgym
0.508625,0.493125,0.505,0.51804375,0.5578875,0.4734,0,0,18,5,232,recgym
0.5025000000000001,0.4865,0.48825,0.52171875,0.55206875,0.47543125,0,0,18,5,232,recgym
0.4978749999999999,0.4845,0.491875,0.52226875,0.54793125,0.47109375,0,0,18,5,232,recgym
0.5042500000000001,0.4835,0.502625,0.5490625,0.54043125,0.46875,0,0,18,5,232,recgym
0.506625,0.489,0.4872499999999999,0.54835625,0.5455875,0.46390625,0,0,18,5,232,recgym
0.51025,0.4855,0.505875,0.545625,0.537225,0.46375,0,0,18,5,232,recgym
0.51525,0.502625,0.5247499999999999,0.5419125,0.529375,0.4632,0,0,18,5,232,recgym
0.4738749999999999,0.5118750000000001,0.4665,0.55050625,0.5325375,0.4676937499999999,0,0,18,5,232,recgym
0.494125,0.46125,0.506125,0.5503125,0.51366875,0.47515625,0,0,18,5,232,recgym
0.46775,0.524375,0.4845,0.56769375,0.506175,0.4846125,0,0,18,5,232,recgym
0.45775,0.489125,0.4415,0.57679375,0.5323812499999999,0.5034000000000001,0,0,18,5,232,recgym
0.4841249999999999,0.482,0.482125,0.42640625,0.49605625,0.51491875,0,0,18,5,232,recgym
0.506125,0.4805,0.4903749999999999,0.4746875,0.48793125,0.5125375,0,0,18,5,232,recgym
0.51,0.498625,0.504625,0.48699375,0.4875,0.5072249999999999,0,0,18,5,232,recgym
0.4885,0.50575,0.5113749999999999,0.48859375,0.48965,0.5078125,0,0,18,5,232,recgym
0.505625,0.49775,0.50975,0.48508125,0.48800625,0.5121875,0,0,18,5,232,recgym
0.513375,0.4862499999999999,0.494,0.48355625,0.49043125,0.51144375,0,0,18,5,232,recgym
0.507,0.49375,0.512625,0.49460625,0.5003125,0.5069125,0,0,18,5,232,recgym
0.514375,0.505875,0.50725,0.5083187499999999,0.5100750000000001,0.4978499999999999,0,0,18,5,232,recgym
0.478125,0.4982499999999999,0.4987499999999999,0.50484375,0.515075,0.4989875,0,0,18,5,232,recgym
0.501375,0.494875,0.4987499999999999,0.4992562499999999,0.5064875,0.5078125,0,0,18,5,232,recgym
0.515,0.48075,0.4915,0.4993375,0.49664375,0.50664375,0,0,18,5,232,recgym
0.485625,0.503125,0.52025,0.5089437499999999,0.50539375,0.4953125,0,0,18,5,232,recgym
0.5045,0.4591249999999999,0.497625,0.5019125,0.5037125,0.4989437499999999,0,0,18,5,232,recgym
0.522,0.515625,0.4831249999999999,0.57015625,0.5056625,0.4872249999999999,0,0,18,5,232,recgym
0.508625,0.48575,0.511625,0.53265625,0.5077750000000001,0.4908187499999999,0,0,18,5,232,recgym
0.48975,0.4985,0.5035000000000001,0.5502750000000001,0.5076937499999999,0.49046875,0,0,18,5,232,recgym
0.49275,0.514125,0.5091249999999999,0.49949375,0.509375,0.49085625,0,0,18,5,232,recgym
0.51125,0.514375,0.49375,0.502575,0.5134000000000001,0.48734375,0,0,18,5,232,recgym
0.510875,0.485125,0.519625,0.50085625,0.515625,0.48168125,0,0,18,5,232,recgym
0.5077499999999999,0.52,0.524,0.5294125,0.520275,0.4718375,0,0,18,5,232,recgym
0.5165,0.506375,0.4925,0.5016375,0.5380875,0.46636875,0,0,18,5,232,recgym
0.5271250000000001,0.501375,0.5045,0.51046875,0.54543125,0.4603875,0,0,18,5,232,recgym
0.517625,0.502375,0.4925,0.49581875,0.55960625,0.4570687499999999,0,0,18,5,232,recgym
0.524375,0.48775,0.49725,0.5026937499999999,0.5572625,0.4580062499999999,0,0,18,5,232,recgym
0.503625,0.50325,0.48075,0.49886875,0.5353125,0.47035,0,0,18,5,232,recgym
0.50675,0.484,0.47625,0.48875,0.52546875,0.4756625,0,0,18,5,232,recgym
0.49225,0.49375,0.482875,0.5066812500000001,0.51859375,0.47953125,0,0,18,5,232,recgym
0.494125,0.49375,0.4815,0.4975374999999999,0.508675,0.485,0,0,18,5,232,recgym
0.4885,0.4982499999999999,0.476,0.5016375,0.50328125,0.4942562499999999,0,0,18,5,232,recgym
0.496125,0.508375,0.497,0.49730625,0.4989437499999999,0.504725,0,0,18,5,232,recgym
0.4985,0.49325,0.5081249999999999,0.49445,0.49445,0.50234375,0,0,18,5,232,recgym
0.5185,0.51675,0.499625,0.51578125,0.4990625,0.4943375,0,0,18,5,232,recgym
0.51475,0.504875,0.506,0.49046875,0.51074375,0.4934749999999999,0,0,18,5,232,recgym
