x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro,parent,child,participant,set,ID,dataset
0.949497436001209,-0.0804820304734282,0.108281540739648,-19.5203873964097,3.98029182208417,3.86915803879726,5,9,1,2,2,myogym
1.00287366821575,-0.169079644787866,0.113937233238684,-19.6644566556013,-3.67454026645618,8.09778476989342,5,9,1,2,2,myogym
0.953435155277294,-0.100980810096287,0.16493935611429,-11.9661294823585,-3.77439104968659,3.45111179349665,5,9,1,2,2,myogym
1.02905169171648,-0.151555617985559,0.175281180300057,-10.9432637758864,8.67646907935232,4.68911501630619,5,9,1,2,2,myogym
1.00733216884299,-0.218716440895848,0.0521995754865008,-28.8304571872094,12.2898571766266,9.73202229699719,5,9,1,2,2,myogym
0.973450751384764,-0.114293952227876,0.12230006550725,-9.68869254623983,-3.95101016550074,5.78491310023869,5,9,1,2,2,myogym
1.03946532492223,-0.188979053950105,0.160370419996228,-9.27811574728244,4.37320173176177,2.63142767982282,5,9,1,2,2,myogym
1.00552699917444,-0.19849387065107,0.136018675560486,-15.2322764902401,5.14661774357715,9.78012283637104,5,9,1,2,2,myogym
0.969568617803985,-0.141860920037532,0.128990666857678,-13.5115271163733,3.86647049636337,7.06104488553568,5,9,1,2,2,myogym
0.963640482859791,-0.135127499882734,0.157963150206222,-3.25027716440973,0.800586005112108,5.43534793953406,5,9,1,2,2,myogym
0.991373187165849,-0.160393488983506,0.168816766411355,-12.5598836032699,6.05887262422688,9.03546896527638,5,9,1,2,2,myogym
0.987482276326529,-0.135744142741291,0.16680217043632,-8.72431921163019,5.92217930158421,10.245424426677,5,9,1,2,2,myogym
1.00472362669796,-0.115334918330029,0.117924013773691,-10.8407494026388,7.28313309376644,10.4408601599399,5,9,1,2,2,myogym
1.00014494987381,-0.186866324111603,0.124207790374377,-15.6660198686538,-0.665918825524556,12.3750721247891,5,9,1,2,2,myogym
0.982122220466168,-0.193938157682933,0.222503960964176,-6.11677376691485,-4.17836106035105,8.99965273012905,5,9,1,2,2,myogym
0.990500975753836,-0.194739988570848,0.139548355904054,-10.5390349682739,8.36418607321304,11.8262220765248,5,9,1,2,2,myogym
0.960091341990922,-0.22601961351933,0.0997449248029771,-9.18962991670121,0.810608166078705,10.613868195574,5,9,1,2,2,myogym
0.959378706835443,-0.225550163467339,0.167785101405599,-3.36766425824747,-3.70783856087475,11.5848226661205,5,9,1,2,2,myogym
0.993128673170024,-0.230091025433446,0.190213793049057,-5.16318645249229,3.73918138567617,9.62656267703301,5,9,1,2,2,myogym
0.977459165978503,-0.242875645371816,0.138406547915935,-3.79053945964187,5.49474626645694,8.88963642358221,5,9,1,2,2,myogym
0.966129546750915,-0.232273502039389,0.171112284282119,-3.60909756029476,3.38264838380083,6.21434651335086,5,9,1,2,2,myogym
0.953388650888679,-0.245941935102153,0.166194646562153,-1.82718658226116,5.92860857230991,6.91913687012772,5,9,1,2,2,myogym
