x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro,parent,child,participant,set,ID,dataset
0.502875,0.4965,0.4965,0.50234375,0.4968,0.49633125,5,5,15,4,77,recgym
0.501625,0.500875,0.498625,0.5009375,0.49831875,0.4973812499999999,5,5,15,4,77,recgym
0.502125,0.502125,0.4985,0.50210625,0.49758125,0.49793125,5,5,15,4,77,recgym
0.5002500000000001,0.4987499999999999,0.500375,0.50085625,0.4970687499999999,0.49734375,5,5,15,4,77,recgym
0.5153749999999999,0.50125,0.502625,0.49918125,0.5022625000000001,0.50605625,5,5,15,4,77,recgym
0.5121249999999999,0.495875,0.499375,0.4920687499999999,0.50875,0.5103875,5,5,15,4,77,recgym
0.525,0.508375,0.495875,0.4965625,0.5111312499999999,0.5172625,5,5,15,4,77,recgym
0.5231250000000001,0.476625,0.509625,0.49109375,0.51465,0.522425,5,5,15,4,77,recgym
0.497125,0.5157499999999999,0.4885,0.4968375,0.5234749999999999,0.53215,5,5,15,4,77,recgym
0.537625,0.5095,0.505375,0.49210625,0.52488125,0.53671875,5,5,15,4,77,recgym
0.5315000000000001,0.4707499999999999,0.51275,0.4953499999999999,0.5187875,0.53008125,5,5,15,4,77,recgym
0.499625,0.51025,0.501,0.4867562499999999,0.53,0.53414375,5,5,15,4,77,recgym
0.522875,0.4983749999999999,0.509875,0.4964437499999999,0.5315625,0.53,5,5,15,4,77,recgym
0.5075000000000001,0.480625,0.5121249999999999,0.48738125,0.533675,0.52019375,5,5,15,4,77,recgym
0.48875,0.52425,0.4902499999999999,0.5044937500000001,0.52976875,0.5223062500000001,5,5,15,4,77,recgym
0.4832499999999999,0.4988749999999999,0.5,0.4992562499999999,0.520625,0.523675,5,5,15,4,77,recgym
0.4985,0.4983749999999999,0.507,0.4984375,0.5103875,0.51460625,5,5,15,4,77,recgym
0.524,0.50575,0.494625,0.4916,0.476525,0.4484749999999999,5,5,15,4,77,recgym
0.5197499999999999,0.4997499999999999,0.52225,0.491525,0.4716375,0.4498812499999999,5,5,15,4,77,recgym
0.5205,0.4942499999999999,0.45775,0.47988125,0.47109375,0.44574375,5,5,15,4,77,recgym
0.5543750000000001,0.493625,0.5001249999999999,0.51105625,0.4784375,0.4505875,5,5,15,4,77,recgym
0.5391250000000001,0.50125,0.4827499999999999,0.4932,0.495,0.46675625,5,5,15,4,77,recgym
0.52125,0.51075,0.50125,0.50456875,0.499725,0.4880875,5,5,15,4,77,recgym
0.51025,0.5045,0.502625,0.5122249999999999,0.4978499999999999,0.4975374999999999,5,5,15,4,77,recgym
0.510375,0.484875,0.49775,0.50355625,0.4969125,0.4928875,5,5,15,4,77,recgym
0.5117499999999999,0.491375,0.510125,0.4969125,0.5012875,0.489375,5,5,15,4,77,recgym
0.514,0.530125,0.4818749999999999,0.51043125,0.506525,0.4984749999999999,5,5,15,4,77,recgym
0.5185,0.500875,0.504875,0.4984,0.509725,0.50043125,5,5,15,4,77,recgym
0.518,0.50175,0.5131249999999999,0.4966,0.5128499999999999,0.5234375,5,5,15,4,77,recgym
0.50475,0.473,0.50325,0.48734375,0.503825,0.5330875,5,5,15,4,77,recgym
0.505,0.517625,0.488375,0.50543125,0.50300625,0.53230625,5,5,15,4,77,recgym
0.504875,0.4898749999999999,0.506375,0.50008125,0.4965625,0.5291,5,5,15,4,77,recgym
0.4992499999999999,0.508,0.502625,0.50046875,0.5056625,0.52164375,5,5,15,4,77,recgym
0.5035000000000001,0.5193749999999999,0.5051249999999999,0.5059375,0.5084375,0.5146875,5,5,15,4,77,recgym
0.504875,0.497125,0.503625,0.4981624999999999,0.5071875,0.5096875,5,5,15,4,77,recgym
0.4943749999999999,0.50125,0.5051249999999999,0.5003125,0.50675625,0.5072249999999999,5,5,15,4,77,recgym
